key,count,self_device_time_us,self_cpu_time_us,flops
main_transformer/AdaLN-block/transformer_blocks.0._checkpoint_wrapped_module.adaln_proj.linear,2,1203.997000000716,0,0
Memcpy HtoD (Pinned -> Device),21,1149.2439999998023,0,0
ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_nn,2,986.4010000000708,0,0
aten::index_fill_,2,906.8209999995306,14.274999997578561,0
"void at::native::index_elementwise_kernel<128, 4, at::native::index_fill_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, long, long, long, at::native::OpaqueType<4>)::{lambda(int)#1}>(long, at::native::index_fill_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, long, long, long, at::native::OpaqueType<4>)::{lambda(int)#1})",2,906.8209999995306,0,0
"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, 4, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1>)",1,818.311999999918,0,0
"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",48,798.9209999980812,0,0
ampere_bf16_s1688gemm_bf16_128x128_ldg8_relu_f2f_stages_32x1_tn,1,677.2599999999948,0,0
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul>)",17,671.0529999980499,0,0
FSDP::post_backward_reduce,2,624.7819999996573,0,0
Memcpy HtoD (Pageable -> Device),10,575.5030000000115,0,0
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_tn,2,549.7749999999942,0,0
FSDP::all_gather_copy_out,2,536.430999999895,0,0
"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<c10::BFloat16, at::native::func_wrapper_t<c10::BFloat16, at::native::sum_functor<c10::BFloat16, float, c10::BFloat16>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, c10::BFloat16, 4, 8> >(at::native::ReduceOp<c10::BFloat16, at::native::func_wrapper_t<c10::BFloat16, at::native::sum_functor<c10::BFloat16, float, c10::BFloat16>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, c10::BFloat16, 4, 8>)",12,466.3890000001993,0,0
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn,6,420.2130000000034,0,0
FSDP::all_gather,2,382.03600000006554,0,0
text_refiner/FFN-GateUp/token_refiner.refiner_blocks.0.ff.fc_in,1,378.5170000000071,0,0
ampere_bf16_s16816gemm_bf16_128x256_ldg8_f2f_stages_64x3_nt,1,350.35700000077486,0,0
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<c10::BFloat16>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<c10::BFloat16>, std::array<char*, 2ul>)",1,295.8950000000186,0,0
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_tn,2,280.31200000000536,0,0
ncclDevKernel_ReduceScatter_Sum_bf16_RING_LL(ncclDevKernelArgsStorage<4096ul>),2,232.9210000000894,0,0
text_refiner/FFN-GateUp/token_refiner.refiner_blocks.1.ff.fc_in,1,228.8249999999971,0,0
ampere_bf16_s16816gemm_bf16_256x64_ldg8_f2f_stages_64x3_nt,1,218.3939999998547,0,0
ampere_bf16_s16816gemm_bf16_128x256_ldg8_relu_f2f_stages_64x3_tn,1,184.9550000000745,0,0
text_refiner/FFN-Down/token_refiner.refiner_blocks.0.ff.fc_out,1,170.04300000000512,0,0
ampere_bf16_s16816gemm_bf16_64x128_ldg8_relu_f2f_stages_64x4_tn,1,170.0109999999404,0,0
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,2,137.78699999999662,0,0
text_refiner/FFN-Down/token_refiner.refiner_blocks.1.ff.fc_out,1,124.79700000000594,0,0
"void cublasLt::splitKreduce_kernel<32, 16, int, __nv_bfloat16, __nv_bfloat16, float, false, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, true, false, false>(cublasLt::cublasSplitKParams<float>, __nv_bfloat16 const*, __nv_bfloat16 const*, __nv_bfloat16*, __nv_bfloat16*, float const*, float const*, __nv_bfloat16 const*, __nv_bfloat16 const*, __nv_bfloat16*, void*, long, float*, int*, float*, float const*, float const*, float const*, float const*)",19,118.3659999982774,0,0
text_refiner/Q/token_refiner.refiner_blocks.0.attn.to_q,1,88.2219999999943,0,0
text_refiner/Q/token_refiner.refiner_blocks.1.attn.to_q,1,87.32600000000093,0,0
Memset (Device),26,76.22500000006403,0,0
text_refiner/V/token_refiner.refiner_blocks.0.attn.to_v,1,75.06999999999243,0,0
text_refiner/V/token_refiner.refiner_blocks.1.attn.to_v,1,74.17399999999907,0,0
text_refiner/K/token_refiner.refiner_blocks.1.attn.to_k,1,73.69400000000314,0,0
text_refiner/K/token_refiner.refiner_blocks.0.attn.to_k,1,73.62900000000081,0,0
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::silu_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::silu_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul>)",10,72.66700000059791,0,0
text_refiner/O/token_refiner.refiner_blocks.1.attn.to_out,1,72.25299999999697,0,0
text_refiner/O/token_refiner.refiner_blocks.0.attn.to_out,1,72.09399999999732,0,0
ampere_bf16_s16816gemm_bf16_256x64_ldg8_f2f_stages_64x3_tn,1,69.8859999999986,0,0
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x5_tn,1,64.92599999997765,0,0
final/AdaLN-out/norm_out.linear,1,64.92599999997765,0,0
void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_bf16_64x64_64x6_nn_align8>(cutlass_80_tensorop_s16816gemm_bf16_64x64_64x6_nn_align8::Params),1,43.99900000006892,0,0
aten::mse_loss_backward,4,42.87899999995716,91.00700000009965,0
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::mse_backward_cuda_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float, float)#1}>(at::TensorIteratorBase&, at::native::mse_backward_cuda_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float, float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::mse_backward_cuda_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float, float)#1}>(at::TensorIteratorBase&, at::native::mse_backward_cuda_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float, float)#1} const&)::{lambda(int)#1})",2,42.87899999995716,0,0
ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_nn,1,39.8070000000298,0,0
void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_bf16_64x64_64x6_tn_align8>(cutlass_80_tensorop_s16816gemm_bf16_64x64_64x6_tn_align8::Params),1,36.478000000002794,0,0
aten::sub,6,31.360000000000582,71.5630000000383,0
"void at::native::(anonymous namespace)::GammaBetaBackwardCUDAKernelTemplate<float, float, 32u, 1u, 8u, true, false, true>(long, long, float const*, float const*, float const*, float const*, float*, float*)",5,30.368000000715256,0,0
aten::mse_loss,2,28.574999999953434,47.940000000060536,0
"void at::native::vectorized_elementwise_kernel<4, at::native::mse_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul> >(int, at::native::mse_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul>)",2,28.574999999953434,0,0
aten::normal_,2,25.40799999999581,28.304999999978463,0
_ZN2at6native54_GLOBAL__N__d8ceb000_21_DistributionNormal_cu_0c5b6e8543distribution_elementwise_grid_stride_kernelIfLi4EZNS0_9templates4cuda20normal_and_transformIN3c108BFloat16EfPNS_17CUDAGeneratorImplEZZZNS4_13normal_kernelIS9_EEvRKNS_10TensorBaseEddT_ENKUlvE_clEvENKUlvE2_clEvEUlfE_EEvRNS_18TensorIteratorBaseET1_T2_EUlP24curandStatePhilox4_32_10E0_ZNS1_27distribution_nullary_kernelIS7_f6float4S9_SO_SH_EEvSJ_SL_RKT3_T4_EUlifE_EEvlNS_15PhiloxCudaStateESK_SL_,2,25.40799999999581,0,0
aten::mean,2,22.976000000024214,34.000000000116415,0
aten::sin,2,21.821999999985565,18.881999999997788,0
"void at::native::vectorized_elementwise_kernel<4, at::native::sin_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::sin_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",2,21.821999999985565,0,0
